serving_size,serving_count,calories,calories_pdv,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrate,dietary_fiber,total_sugars,added_sugars,protein,vitamin_d,vitamin_a,vitamin_c,calcium,iron,potassium,total_fat_pdv,saturated_fat_pdv,trans_fat_pdv,cholesterol_pdv,sodium_pdv,total_carbohydrate_pdv,dietary_fiber_pdv,total_sugars_pdv,added_sugars_pdv,protein_pdv,vitamin_d_pdv,vitamin_a_pdv,vitamin_c_pdv,calcium_pdv,iron_pdv,potassium_pdv,item_id
162 g,,200.0,,18 g,1.5 g,0 g,0 mg,740 mg,0 g,0 g,0 g,,8 g,0.0 µg,6.53 µg,1.54 mg,472.44 mg,1.05 mg,18.13 mg,23,8,,0,32,0,1,,,16,0,1,2,36,6,0,113
261 g,,360.0,,23 g,10 g,0 g,350 mg,700 mg,15 g,2 g,4 g,,24 g,0.44 µg,111.63 µg,35.63 mg,203.97 mg,2.17 mg,500.34 mg,29,48,,116,31,6,6,,,47,2,12,40,16,12,11,112
227 g,,420.0,,9 g,2 g,0 g,90 mg,130 mg,68 g,2 g,2 g,,17 g,0.0 µg,97.41 µg,5.86 mg,74.91 mg,5.24 mg,423.4 mg,11,9,,30,6,25,7,,,33,0,11,7,6,29,9,110
5.91 ea (167 g),,390.0,,15 g,5 g,0 g,0 mg,210 mg,62 g,2 g,48 g,,1 g,0.0 µg,0.03 µg,0.08 mg,17.1 mg,0.33 mg,77.04 mg,19,24,,0,9,23,7,95,,2,0,0,0,1,2,2,111
,,360.0,,13 g,1.5 g,0 g,35 mg,150 mg,57 g,2 g,34 g,,4 g,0.25 µg,18.77 µg,3.51 mg,32.29 mg,1.67 mg,100.85 mg,17,6,,12,7,21,6,67,,9,1,2,4,2,9,2,115
,,100.0,,7 g,0 g,0 g,0 mg,250 mg,0 g,0 g,0 g,,7 g,0.0 µg,0.0 µg,0.0 mg,388.96 mg,0.72 mg,0.0 mg,9,2,,0,11,0,0,0,,13,0,0,0,30,4,0,260
,,910.0,,53 g,10 g,0 g,0 mg,930 mg,87 g,10 g,32 g,,31 g,0.0 µg,0.0 µg,3.75 mg,57.11 mg,3.68 mg,553.65 mg,68,51,,0,41,32,37,65,,61,0,0,4,4,20,12,176
,,430.0,,14 g,6 g,0 g,80 mg,1620 mg,43 g,6 g,7 g,,32 g,0.28 µg,159.07 µg,7.27 mg,225.3 mg,2.41 mg,560.74 mg,19,29,,26,70,15,21,13,,64,1,18,8,17,13,12,175
2.31 ea (65 g),,260.0,,14 g,7 g,0 g,50 mg,95 mg,33 g,3 g,23 g,,3 g,0.2 µg,84.34 µg,0.05 mg,28.81 mg,1.46 mg,129.45 mg,18,35,,17,4,12,10,,,7,1,9,0,2,8,3,171
,,130.0,,4.5 g,0 g,0 g,0 mg,35 mg,20 g,3 g,1 g,,2 g,0.0 µg,8.1 µg,11.79 mg,12.79 mg,0.73 mg,519.94 mg,6,2,,0,2,7,11,3,,4,0,1,13,1,4,11,261
9.75 ea (276 g),,290.0,,9 g,3.5 g,0 g,125 mg,360 mg,8 g,4 g,3 g,,43 g,0.08 µg,336.11 µg,45.18 mg,250.14 mg,2.01 mg,971.66 mg,12,17,,42,16,3,13,,,86,0,37,50,19,11,21,177
,,70.0,,5 g,0 g,0 g,0 mg,95 mg,5 g,3 g,0 g,,3 g,0.0 µg,531.9 µg,32.22 mg,114.74 mg,3.14 mg,647.49 mg,6,2,,0,4,2,10,2,,7,0,59,36,9,17,14,262
,,230.0,,18 g,4 g,0 g,420 mg,160 mg,0 g,0 g,0 g,,14 g,2.26 µg,181.45 µg,0.0 mg,63.82 mg,2.0 mg,157.42 mg,23,20,,141,7,0,0,1,,29,11,20,0,5,11,3,259
376 g,,700.0,,41 g,11 g,0 g,345 mg,900 mg,25 g,0 g,22 g,,55 g,0.3 µg,38.28 µg,0.19 mg,61.66 mg,1.88 mg,751.32 mg,52,56,,116,39,9,2,45,,111,2,4,0,5,10,16,263
,,1210.0,,94 g,37 g,0 g,610 mg,420 mg,4 g,0 g,2 g,,83 g,0.46 µg,343.4 µg,28.58 mg,69.99 mg,2.63 mg,1424.95 mg,121,186,,203,18,1,2,5,,167,2,38,32,5,15,30,264
7.41 ea (210 g),,180.0,,8 g,0 g,0 g,0 mg,580 mg,18 g,6 g,5 g,,15 g,0.04 µg,444.23 µg,61.03 mg,151.98 mg,3.59 mg,482.56 mg,10,1,,0,25,7,20,,,30,0,49,68,12,20,10,265
3.08 ea (87 g),,340.0,,20 g,4 g,0 g,20 mg,170 mg,41 g,1 g,30 g,,2 g,0.23 µg,13.29 µg,0.02 mg,38.39 mg,1.35 mg,71.42 mg,25,19,,6,8,15,4,61,,5,1,1,0,3,8,2,181
127 g,,130.0,,11 g,4 g,0 g,20 mg,200 mg,7 g,2 g,4 g,,3 g,0.05 µg,427.44 µg,4.33 mg,95.87 mg,0.37 mg,314.22 mg,14,20,,6,9,3,7,,,6,0,47,5,7,2,7,268
,,100.0,,8 g,1.5 g,0 g,0 mg,85 mg,6 g,2 g,2 g,,2 g,0.0 µg,1.31 µg,56.36 mg,25.51 mg,0.54 mg,371.1 mg,11,8,,0,4,2,8,5,,4,0,0,63,2,3,8,267
,,190.0,,10 g,6 g,0 g,30 mg,135 mg,18 g,0 g,3 g,,8 g,0.55 µg,92.34 µg,0.16 mg,188.72 mg,0.82 mg,124.44 mg,12,29,,9,6,7,2,6,,17,3,10,0,15,5,3,266
3.36 ea (95 g),,320.0,,16 g,7 g,0 g,10 mg,300 mg,40 g,2 g,14 g,,6 g,0.01 µg,0.31 µg,1.39 mg,1.21 mg,1.68 mg,0.8 mg,21,35,,3,13,15,7,,,12,0,0,2,0,9,0,116
86 g,,60.0,,3.5 g,1.5 g,0 g,0 mg,10 mg,5 g,1 g,1 g,,4 g,0.0 µg,126.16 µg,16.33 mg,69.02 mg,1.16 mg,198.59 mg,4,8,,0,0,2,5,,,8,0,14,18,5,6,4,191
85 g,,160.0,,13 g,1 g,0 g,0 mg,140 mg,11 g,3 g,3 g,,4 g,0.0 µg,16.59 µg,35.81 mg,27.12 mg,0.99 mg,231.84 mg,16,5,,0,6,4,11,,,7,0,2,40,2,6,5,183
,,70.0,,3 g,0 g,0 g,0 mg,1710 mg,9 g,2 g,2 g,,3 g,0.0 µg,94.98 µg,6.84 mg,27.78 mg,0.68 mg,198.39 mg,4,2,,0,75,3,9,4,,6,0,11,8,2,4,4,182
,,150.0,,0 g,0 g,0 g,0 mg,0 mg,34 g,0 g,0 g,,3 g,0.0 µg,0.0 µg,0.0 mg,3.1 mg,0.34 mg,33.28 mg,0,0,,0,0,12,0,0,,6,0,0,0,0,2,1,192
114 g,,280.0,,13 g,8 g,0 g,120 mg,1000 mg,9 g,1 g,4 g,,31 g,0.0 µg,67.28 µg,13.73 mg,50.84 mg,3.8 mg,515.87 mg,17,38,,40,44,3,5,,,63,0,7,15,4,21,11,190
3.75 ea (191 g),,200.0,,9 g,4.5 g,0 g,20 mg,560 mg,19 g,4 g,2 g,,15 g,0.13 µg,537.15 µg,67.42 mg,432.94 mg,2.27 mg,571.87 mg,11,24,,6,24,7,14,,,29,1,60,75,33,13,12,269
28 g,,210.0,,23 g,3 g,0 g,0 mg,35 mg,1 g,0 g,0 g,,0 g,0.0 µg,0.91 µg,1.16 mg,18.84 mg,0.25 mg,18.31 mg,29,16,,0,1,0,0,,,2,0,0,1,1,1,0,270
1.5 ea (43 g),,180.0,,8 g,8 g,0 g,0 mg,75 mg,23 g,2 g,16 g,,2 g,0.0 µg,0.0 µg,0.0 mg,4.27 mg,0.59 mg,26.29 mg,10,38,,0,3,8,7,33,,4,0,0,0,0,3,1,189
4.93 ea (140 g),,590.0,,38 g,11 g,0 g,70 mg,190 mg,59 g,2 g,38 g,,6 g,0.66 µg,40.29 µg,0.03 mg,59.57 mg,2.86 mg,150.77 mg,49,54,,24,8,22,8,,,11,3,4,0,5,16,3,194
118 g,,80.0,,4.5 g,0.5 g,0 g,0 mg,95 mg,9 g,3 g,5 g,,0 g,0.0 µg,782.47 µg,2.95 mg,36.79 mg,1.05 mg,270.2 mg,6,3,,0,4,3,12,,,1,0,87,3,3,6,6,273
198 g,,540.0,,33 g,10 g,0 g,0 mg,790 mg,38 g,4 g,3 g,,28 g,0.0 µg,2.08 µg,54.83 mg,241.76 mg,5.78 mg,168.72 mg,42,50,,0,34,14,16,,,56,0,0,61,19,32,4,272
9 ea (255 g),,460.0,,26 g,4 g,0 g,25 mg,470 mg,32 g,3 g,4 g,,25 g,0.1 µg,113.02 µg,6.58 mg,50.31 mg,1.66 mg,282.57 mg,33,20,,8,20,11,9,,,50,1,13,7,4,9,6,271
,,280.0,,9 g,5 g,0 g,55 mg,320 mg,45 g,1 g,22 g,,5 g,0.44 µg,84.44 µg,0.81 mg,121.06 mg,1.77 mg,108.06 mg,11,25,,18,14,16,4,44,,10,2,9,1,9,10,2,117
283 g,,190.0,,9 g,1 g,0 g,0 mg,210 mg,24 g,9 g,9 g,,5 g,0.0 µg,27.0 µg,15.51 mg,75.99 mg,2.26 mg,589.29 mg,11,6,,0,9,9,33,,,11,0,3,17,6,13,13,186
233 g,,520.0,,23 g,8 g,0 g,115 mg,570 mg,40 g,4 g,10 g,,40 g,1.49 µg,68.34 µg,17.15 mg,188.99 mg,3.77 mg,601.19 mg,30,38,,38,25,14,13,20,,81,7,8,19,15,21,13,185
3 ea (85 g),,100.0,,4 g,0.5 g,0 g,0 mg,100 mg,14 g,4 g,5 g,,4 g,0.0 µg,4.83 µg,4.11 mg,34.21 mg,1.56 mg,385.66 mg,5,3,,0,4,5,14,,,9,0,1,5,3,9,8,274
,,100.0,,7 g,1 g,0 g,0 mg,450 mg,9 g,2 g,0 g,,2 g,0.0 µg,3.18 µg,9.62 mg,23.79 mg,2.53 mg,316.48 mg,9,5,,0,20,3,7,0,,4,0,0,11,2,14,7,188
85 g,,100.0,,8 g,0.5 g,0 g,0 mg,35 mg,8 g,2 g,5 g,,0 g,0.0 µg,79.25 µg,31.31 mg,32.48 mg,0.54 mg,213.55 mg,10,3,,0,2,3,6,,,2,0,9,35,2,3,5,187
,,60.0,,1.5 g,0 g,0 g,0 mg,75 mg,10 g,3 g,1 g,,3 g,0.0 µg,10.48 µg,10.87 mg,34.68 mg,0.72 mg,174.04 mg,2,1,,0,3,4,11,2,,7,0,1,12,3,4,4,203
,,45.0,,1.5 g,0 g,0 g,0 mg,80 mg,8 g,1 g,2 g,,1 g,0.0 µg,10.8 µg,20.58 mg,16.14 mg,0.31 mg,125.32 mg,2,1,,0,3,3,5,4,,2,0,1,23,1,2,3,204
140 g,,110.0,,5 g,1 g,0 g,0 mg,25 mg,17 g,3 g,3 g,,4 g,0.0 µg,701.43 µg,27.59 mg,70.6 mg,1.64 mg,526.48 mg,6,4,,0,1,6,12,6,,7,0,78,31,5,9,11,205
,,210.0,,10 g,2.5 g,0 g,80 mg,110 mg,4 g,0 g,1 g,,28 g,0.13 µg,31.93 µg,5.36 mg,17.74 mg,2.96 mg,514.66 mg,12,13,,27,5,1,3,3,,55,1,4,6,1,16,11,202
28 g,,60.0,,1 g,0 g,0 g,0 mg,15 mg,12 g,2 g,0 g,,2 g,0.0 µg,0.0 µg,0.0 mg,22.68 mg,0.34 mg,52.08 mg,1,1,,0,1,5,6,1,,3,0,0,0,2,2,1,275
,,310.0,,10 g,4.5 g,0 g,70 mg,140 mg,51 g,1 g,39 g,,4 g,1.08 µg,283.4 µg,1.21 mg,101.31 mg,1.49 mg,240.52 mg,13,22,,23,6,19,4,79,,8,5,31,1,8,8,5,207
4.99 ea (141 g),,400.0,,19 g,11 g,0 g,110 mg,115 mg,46 g,3 g,7 g,,10 g,0.71 µg,170.82 µg,0.3 mg,46.36 mg,2.74 mg,150.83 mg,24,54,,37,5,17,9,,,21,4,19,0,4,15,3,118
3 ea (85 g),,130.0,,8 g,2 g,0 g,5 mg,90 mg,12 g,1 g,2 g,,4 g,0.27 µg,34.2 µg,9.72 mg,66.36 mg,0.39 mg,157.94 mg,11,11,,2,4,4,5,,,7,1,4,11,5,2,3,213
2.52 ea (71 g),,330.0,,17 g,8 g,0 g,60 mg,70 mg,43 g,0 g,28 g,,4 g,0.18 µg,95.84 µg,2.35 mg,16.02 mg,1.16 mg,57.96 mg,21,42,,20,3,16,3,,,8,1,11,3,1,6,1,214
28 g,,60.0,,5 g,3 g,0 g,15 mg,10 mg,1 g,0 g,0 g,,0 g,0.0 µg,34.72 µg,0.25 mg,28.28 mg,0.02 mg,35.0 mg,7,14,,6,0,0,0,2,,1,0,4,0,2,0,1,137
78 g,,60.0,,1.5 g,0 g,0 g,30 mg,25 mg,3 g,1 g,0 g,,10 g,0.0 µg,127.23 µg,1.22 mg,15.23 mg,0.63 mg,222.81 mg,2,1,,10,1,1,4,,,20,0,14,1,1,4,5,184
264 g,,120.0,,4 g,0 g,0 g,0 mg,2140 mg,17 g,4 g,2 g,,6 g,0.0 µg,39.02 µg,2.16 mg,46.25 mg,1.27 mg,313.42 mg,5,1,,0,93,6,14,3,,13,0,4,2,4,7,7,212
318 g,,410.0,,22 g,4 g,0 g,70 mg,820 mg,31 g,3 g,6 g,,23 g,0.6 µg,82.23 µg,44.84 mg,133.69 mg,2.42 mg,640.36 mg,28,21,,23,36,11,11,,,47,3,9,50,10,13,14,276
,,140.0,,1.5 g,0 g,0 g,0 mg,820 mg,27 g,8 g,6 g,,8 g,0.02 µg,86.02 µg,24.22 mg,109.01 mg,2.62 mg,654.19 mg,2,1,,0,36,10,28,11,,16,0,10,27,8,15,14,277
170 g,,70.0,,4 g,0.5 g,0 g,0 mg,35 mg,8 g,2 g,5 g,,2 g,0.0 µg,44.05 µg,60.96 mg,29.43 mg,0.7 mg,367.44 mg,5,3,,0,1,3,8,10,,4,0,5,68,2,4,8,279
,,160.0,,6 g,0.5 g,0 g,0 mg,10 mg,29 g,3 g,4 g,,4 g,0.0 µg,14.18 µg,9.07 mg,5.66 mg,0.6 mg,301.93 mg,7,3,,0,1,11,11,7,,9,0,2,10,0,3,6,278
171 g,,140.0,,5 g,1 g,0 g,0 mg,890 mg,14 g,1 g,11 g,,12 g,0.0 µg,1.98 µg,1.28 mg,244.79 mg,2.34 mg,250.05 mg,6,5,,0,39,5,4,,,24,0,0,1,19,13,5,281
168 g,,310.0,,14 g,5 g,0 g,95 mg,1220 mg,14 g,0 g,12 g,,31 g,1.26 µg,6.69 µg,1.31 mg,57.59 mg,1.83 mg,480.04 mg,18,25,,31,53,5,1,,,63,6,1,1,4,10,10,280
,,15.0,,0.5 g,0 g,0 g,0 mg,75 mg,2 g,1 g,1 g,,2 g,0.0 µg,252.89 µg,51.03 mg,119.18 mg,0.91 mg,286.07 mg,1,0,,0,3,1,4,3,,3,0,28,57,9,5,6,282
,,70.0,,2.5 g,0.5 g,0 g,5 mg,300 mg,10 g,0 g,1 g,,3 g,0.07 µg,1.7 µg,4.59 mg,18.04 mg,0.35 mg,104.25 mg,3,3,,2,13,4,2,3,,5,0,0,5,1,2,2,283
2.22 ea (63 g),,270.0,,16 g,3.5 g,0 g,0 mg,120 mg,32 g,0 g,23 g,,1 g,0.0 µg,0.0 µg,0.0 mg,18.86 mg,0.66 mg,26.59 mg,20,17,,0,5,12,2,,,2,0,0,0,1,4,1,221
,,200.0,,6 g,3 g,0 g,10 mg,130 mg,35 g,1 g,18 g,,2 g,0.0 µg,34.19 µg,0.8 mg,13.16 mg,0.98 mg,47.33 mg,7,15,,3,6,13,4,35,,4,0,4,1,1,5,1,119
,,50.0,,3 g,0 g,0 g,0 mg,5 mg,5 g,2 g,2 g,,3 g,0.0 µg,43.16 µg,6.35 mg,28.33 mg,2.47 mg,232.35 mg,4,2,,0,0,2,9,4,,5,0,5,7,2,14,5,287
3 ea (85 g),,330.0,,28 g,4 g,0 g,20 mg,500 mg,21 g,0 g,17 g,,0 g,0.07 µg,11.68 µg,0.3 mg,14.33 mg,0.31 mg,60.17 mg,36,19,,6,22,8,1,,,2,0,1,0,1,2,1,225
170 g,,100.0,,2 g,0 g,0 g,0 mg,290 mg,15 g,3 g,2 g,,5 g,0.0 µg,113.93 µg,7.5 mg,60.27 mg,1.48 mg,325.21 mg,3,2,,0,13,6,11,4,,10,0,13,8,5,8,7,224
114 g,,90.0,,0.5 g,0 g,0 g,0 mg,25 mg,20 g,1 g,0 g,,2 g,0.0 µg,0.02 µg,6.44 mg,14.99 mg,0.98 mg,471.88 mg,1,1,,0,1,7,5,1,,5,0,0,7,1,5,10,286
,,450.0,,3 g,0.5 g,0 g,85 mg,390 mg,60 g,2 g,4 g,,42 g,0.0 µg,9.27 µg,2.16 mg,124.15 mg,4.2 mg,179.96 mg,4,3,,28,17,22,8,7,,85,0,1,2,10,23,4,284
,,250.0,,6 g,1 g,0 g,0 mg,300 mg,37 g,2 g,1 g,,13 g,0.0 µg,32.35 µg,5.69 mg,285.6 mg,2.69 mg,285.27 mg,7,5,,0,13,13,7,2,,26,0,4,6,22,15,6,285
1.68 ea (48 g),,190.0,,10 g,5 g,0 g,25 mg,80 mg,27 g,1 g,16 g,,2 g,0.05 µg,58.91 µg,0.02 mg,23.42 mg,0.95 mg,70.42 mg,13,27,,8,3,10,5,,,5,0,7,0,2,5,1,229
,,140.0,,8 g,4 g,0 g,75 mg,35 mg,16 g,0 g,10 g,,3 g,0.9 µg,87.48 µg,0.98 mg,69.52 mg,0.48 mg,118.15 mg,10,20,,25,2,6,1,19,,6,5,10,1,5,3,3,232
236 g,,310.0,,13 g,0 g,0 g,0 mg,1130 mg,30 g,3 g,9 g,,20 g,0.0 µg,9.7 µg,7.22 mg,167.32 mg,1.06 mg,246.95 mg,17,2,,0,49,11,11,,,40,0,1,8,13,6,5,289
28 g,,50.0,,4 g,1 g,0 g,3 mg,25 mg,2 g,0 g,0 g,,2 g,0.0 µg,0.62 µg,0.62 mg,23.44 mg,0.06 mg,42.21 mg,5,5,,1,1,1,0,2,,4,0,0,1,2,0,1,291
170 g,,130.0,,10 g,1.5 g,0 g,0 mg,45 mg,9 g,2 g,4 g,,2 g,0.0 µg,49.59 µg,27.8 mg,48.54 mg,1.31 mg,446.49 mg,13,7,,0,2,3,8,,,5,0,6,31,4,7,9,290
293 g,,330.0,,13 g,0.5 g,0 g,0 mg,80 mg,34 g,4 g,11 g,,23 g,0.0 µg,12.04 µg,8.97 mg,93.47 mg,2.29 mg,305.72 mg,17,3,,0,4,12,13,,,46,0,1,10,7,13,7,288
,,340.0,,12 g,7 g,0 g,30 mg,30 mg,57 g,2 g,36 g,,3 g,0.0 µg,129.97 µg,0.33 mg,27.15 mg,1.79 mg,248.68 mg,15,37,,10,1,21,7,71,,7,0,14,0,2,10,5,292
,,35.0,,0 g,0 g,0 g,0 mg,5 mg,8 g,3 g,4 g,,2 g,0.0 µg,39.55 µg,13.79 mg,41.81 mg,1.16 mg,238.43 mg,0,0,,0,0,3,11,7,,4,0,4,15,3,6,5,239
114 g,,150.0,,1.5 g,0 g,0 g,0 mg,10 mg,36 g,3 g,17 g,,1 g,0.0 µg,63.28 µg,20.79 mg,3.4 mg,0.68 mg,563.89 mg,2,1,,0,0,13,9,34,,3,0,7,23,0,4,12,238
167 g,,240.0,,9 g,1 g,0 g,0 mg,600 mg,18 g,5 g,6 g,,22 g,0.0 µg,39.23 µg,34.5 mg,77.14 mg,4.48 mg,173.96 mg,11,4,,0,26,6,17,,,45,0,4,38,6,25,4,237
164 g,,270.0,,9 g,2 g,0 g,120 mg,230 mg,12 g,2 g,6 g,,31 g,0.0 µg,72.05 µg,39.11 mg,57.04 mg,2.59 mg,505.05 mg,12,10,,40,10,4,7,,,63,0,8,43,4,14,11,236
2.87 ea (81 g),,200.0,,19 g,2.5 g,0 g,0 mg,55 mg,6 g,3 g,0 g,,2 g,0.0 µg,14.49 µg,10.86 mg,32.55 mg,1.1 mg,230.39 mg,24,12,,0,2,2,11,,,4,0,2,12,3,6,5,235
75 g,,60.0,,1.5 g,0 g,0 g,0 mg,85 mg,9 g,3 g,2 g,,3 g,0.0 µg,84.44 µg,30.83 mg,46.98 mg,1.04 mg,222.17 mg,2,1,,0,4,3,10,4,,6,0,9,34,4,6,5,293
99 g,,140.0,,8 g,5 g,0 g,25 mg,75 mg,12 g,0 g,0 g,,4 g,0.07 µg,73.74 µg,0.0 mg,84.6 mg,0.46 mg,31.18 mg,11,24,,8,3,4,2,0,,7,0,8,0,7,3,1,243
115 g,,35.0,,1 g,0 g,0 g,0 mg,360 mg,6 g,3 g,2 g,,3 g,0.0 µg,499.71 µg,48.99 mg,83.9 mg,2.96 mg,620.75 mg,1,1,,0,15,2,9,4,,6,0,56,54,6,16,13,244
2.61 ea (74 g),,250.0,,11 g,3.5 g,0 g,30 mg,240 mg,33 g,0 g,14 g,,3 g,0.34 µg,21.21 µg,0.4 mg,94.51 mg,1.97 mg,72.7 mg,14,17,,10,10,12,3,,,6,2,2,0,7,11,2,246
41 g,,80.0,,2.5 g,0 g,0 g,0 mg,150 mg,13 g,1 g,1 g,,2 g,0.12 µg,4.6 µg,1.91 mg,56.83 mg,0.88 mg,75.42 mg,3,2,,0,7,5,4,2,,4,1,1,2,4,5,2,294
139 g,,300.0,,22 g,6 g,0 g,170 mg,920 mg,3 g,0 g,1 g,,21 g,0.28 µg,84.16 µg,20.09 mg,67.67 mg,0.56 mg,257.93 mg,28,32,,57,40,1,2,,,42,1,9,22,5,3,5,241
,,430.0,,9 g,5 g,0 g,60 mg,450 mg,80 g,3 g,36 g,,8 g,0.46 µg,89.35 µg,10.88 mg,135.46 mg,4.26 mg,231.98 mg,12,26,,19,20,29,10,72,,15,2,10,12,10,24,5,120
85 g,,30.0,,0 g,0 g,0 g,0 mg,10 mg,8 g,0 g,7 g,,0 g,0.0 µg,64.78 µg,27.97 mg,7.56 mg,0.18 mg,185.51 mg,0,0,,0,0,3,3,14,,1,0,7,31,1,1,4,170
116 g,,190.0,,13 g,4.5 g,0 g,420 mg,160 mg,0 g,0 g,0 g,,15 g,0.0 µg,8.97 µg,0.0 mg,49.62 mg,1.79 mg,0.31 mg,17,22,,141,7,0,0,,,30,0,1,0,4,10,0,295
132 g,,210.0,,9 g,1 g,0 g,0 mg,300 mg,26 g,2 g,1 g,,9 g,0.0 µg,36.19 µg,5.99 mg,98.04 mg,2.47 mg,217.36 mg,11,5,,0,13,10,8,,,18,0,4,7,8,14,5,249
6.25 ea (177 g),,330.0,,17 g,9 g,0 g,75 mg,620 mg,30 g,3 g,3 g,,13 g,3.38 µg,160.36 µg,5.2 mg,69.37 mg,2.37 mg,192.82 mg,22,46,,25,27,11,10,,,26,17,18,6,5,13,4,248
116 g,,100.0,,7 g,0 g,0 g,0 mg,250 mg,0 g,0 g,0 g,,7 g,0.0 µg,0.0 µg,0.0 mg,388.96 mg,0.72 mg,0.0 mg,9,2,,0,11,0,0,,,13,0,0,0,30,4,0,296
,,300.0,,18 g,8 g,0 g,80 mg,20 mg,31 g,2 g,20 g,,5 g,0.36 µg,117.52 µg,0.27 mg,46.15 mg,1.14 mg,67.88 mg,23,39,,27,1,11,6,41,,9,2,13,0,4,6,1,250
240 g,,540.0,,36 g,12 g,1.5 g,150 mg,400 mg,21 g,2 g,4 g,,31 g,0.46 µg,53.69 µg,11.76 mg,190.32 mg,4.54 mg,597.14 mg,46,58,,51,17,8,8,,,62,2,6,13,15,25,13,251
227 g,,310.0,,4.5 g,0.5 g,0 g,0 mg,55 mg,57 g,4 g,4 g,,10 g,0.0 µg,15.28 µg,10.08 mg,47.15 mg,2.81 mg,315.21 mg,6,3,,0,2,21,14,8,,20,0,2,11,4,16,7,253
0 g,,370.0,,5 g,3 g,0 g,20 mg,1150 mg,40 g,0 g,2 g,,40 g,0.0 µg,40.0 µg,0.0 mg,800.0 mg,5.0 mg,600.0 mg,6,16,,7,50,15,0,3,,80,0,4,0,62,28,13,166
7.2 ea (204 g),,390.0,,13 g,4 g,0 g,0 mg,170 mg,69 g,4 g,53 g,,2 g,0.0 µg,12.65 µg,11.71 mg,21.69 mg,0.57 mg,196.82 mg,16,20,,0,8,25,14,,,4,0,1,13,2,3,4,255
171 g,,200.0,,11 g,1 g,0 g,0 mg,410 mg,13 g,4 g,3 g,,14 g,0.0 µg,43.19 µg,10.09 mg,80.66 mg,2.21 mg,158.24 mg,14,5,,0,18,5,16,,,28,0,5,11,6,12,3,297
,,220.0,,8 g,2 g,0 g,60 mg,250 mg,30 g,5 g,5 g,,10 g,0.03 µg,447.29 µg,106.55 mg,234.31 mg,4.24 mg,538.46 mg,10,9,,20,11,11,17,10,,21,0,50,118,18,24,11,252
,,300.0,,9 g,5 g,0 g,45 mg,300 mg,48 g,1 g,24 g,,8 g,1.77 µg,79.6 µg,1.6 mg,203.7 mg,1.75 mg,268.09 mg,11,25,,15,13,17,5,48,,16,9,9,2,16,10,6,377
176 g,,190.0,,12 g,4 g,0 g,380 mg,160 mg,5 g,1 g,2 g,,14 g,0.0 µg,33.07 µg,14.17 mg,57.64 mg,1.83 mg,152.7 mg,16,20,,127,7,2,4,,,28,0,4,16,4,10,3,325
159 g,,210.0,,17 g,2.5 g,0 g,0 mg,60 mg,10 g,3 g,3 g,,8 g,0.0 µg,237.94 µg,71.41 mg,195.35 mg,2.34 mg,393.67 mg,22,12,,0,3,4,11,6,,15,0,26,79,15,13,8,326
,,200.0,,8 g,2 g,0 g,10 mg,80 mg,31 g,0 g,17 g,,2 g,0.08 µg,5.17 µg,0.0 mg,6.12 mg,1.44 mg,74.18 mg,10,11,,4,4,11,1,33,,4,0,1,0,0,8,2,327
,,100.0,,4.5 g,1 g,0 g,0 mg,290 mg,10 g,3 g,2 g,,6 g,0.0 µg,12.04 µg,8.23 mg,35.0 mg,1.16 mg,171.62 mg,6,4,,0,12,4,11,4,,12,0,1,9,3,6,4,374
,,540.0,,37 g,13 g,0 g,145 mg,260 mg,10 g,0 g,9 g,,40 g,2.04 µg,30.78 µg,1.35 mg,95.75 mg,2.12 mg,491.87 mg,48,67,,48,11,4,2,18,,79,10,3,2,7,12,10,373
2.22 ea (63 g),,270.0,,16 g,3.5 g,0 g,0 mg,120 mg,32 g,0 g,23 g,,1 g,0.0 µg,0.0 µg,0.0 mg,18.94 mg,0.66 mg,26.95 mg,20,17,,0,5,12,2,,,2,0,0,0,1,4,1,376
,,80.0,,3.5 g,0.5 g,0 g,0 mg,60 mg,11 g,6 g,4 g,,4 g,0.0 µg,342.89 µg,49.24 mg,320.55 mg,0.7 mg,314.47 mg,4,3,,0,3,4,21,8,,9,0,38,55,25,4,7,217
145 g,,50.0,,1 g,0 g,0 g,0 mg,1150 mg,9 g,1 g,0 g,,2 g,0.0 µg,4.22 µg,1.48 mg,12.28 mg,0.38 mg,57.97 mg,1,0,,0,50,3,5,,,4,0,0,2,1,2,1,375
,,190.0,,10 g,6 g,0 g,25 mg,60 mg,22 g,0 g,6 g,,2 g,0.0 µg,82.48 µg,0.11 mg,37.24 mg,1.39 mg,42.05 mg,13,31,,9,3,8,2,11,,5,0,9,0,3,8,1,384
171 g,,200.0,,6 g,5 g,0 g,0 mg,10 mg,34 g,5 g,10 g,,4 g,0.0 µg,1.28 µg,0.29 mg,25.46 mg,1.78 mg,242.19 mg,8,27,,0,0,12,19,,,7,0,0,0,2,10,5,383
28 g,,190.0,,21 g,3 g,0 g,0 mg,5 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.03 µg,0.04 mg,1.09 mg,0.16 mg,4.24 mg,27,14,,0,0,0,0,,,0,0,0,0,0,1,0,331
